C09,0,C090,"Malignant neoplasm of tonsillar fossa","Malignant neoplasm of tonsillar fossa","Malignant neoplasm of tonsil"
C09,1,C091,"Malig neoplasm of tonsillar pillar (anterior) (posterior)","Malignant neoplasm of tonsillar pillar (anterior) (posterior)","Malignant neoplasm of tonsil"
C09,8,C098,"Malignant neoplasm of overlapping sites of tonsil","Malignant neoplasm of overlapping sites of tonsil","Malignant neoplasm of tonsil"
C09,9,C099,"Malignant neoplasm of tonsil, unspecified","Malignant neoplasm of tonsil, unspecified","Malignant neoplasm of tonsil"
C10,0,C100,"Malignant neoplasm of vallecula","Malignant neoplasm of vallecula","Malignant neoplasm of oropharynx"
C10,1,C101,"Malignant neoplasm of anterior surface of epiglottis","Malignant neoplasm of anterior surface of epiglottis","Malignant neoplasm of oropharynx"
C10,2,C102,"Malignant neoplasm of lateral wall of oropharynx","Malignant neoplasm of lateral wall of oropharynx","Malignant neoplasm of oropharynx"
C10,3,C103,"Malignant neoplasm of posterior wall of oropharynx","Malignant neoplasm of posterior wall of oropharynx","Malignant neoplasm of oropharynx"
C10,4,C104,"Malignant neoplasm of branchial cleft","Malignant neoplasm of branchial cleft","Malignant neoplasm of oropharynx"
C10,8,C108,"Malignant neoplasm of overlapping sites of oropharynx","Malignant neoplasm of overlapping sites of oropharynx","Malignant neoplasm of oropharynx"
C10,9,C109,"Malignant neoplasm of oropharynx, unspecified","Malignant neoplasm of oropharynx, unspecified","Malignant neoplasm of oropharynx"
C11,0,C110,"Malignant neoplasm of superior wall of nasopharynx","Malignant neoplasm of superior wall of nasopharynx","Malignant neoplasm of nasopharynx"
C11,1,C111,"Malignant neoplasm of posterior wall of nasopharynx","Malignant neoplasm of posterior wall of nasopharynx","Malignant neoplasm of nasopharynx"
C11,2,C112,"Malignant neoplasm of lateral wall of nasopharynx","Malignant neoplasm of lateral wall of nasopharynx","Malignant neoplasm of nasopharynx"
C11,3,C113,"Malignant neoplasm of anterior wall of nasopharynx","Malignant neoplasm of anterior wall of nasopharynx","Malignant neoplasm of nasopharynx"
C11,8,C118,"Malignant neoplasm of overlapping sites of nasopharynx","Malignant neoplasm of overlapping sites of nasopharynx","Malignant neoplasm of nasopharynx"
C11,9,C119,"Malignant neoplasm of nasopharynx, unspecified","Malignant neoplasm of nasopharynx, unspecified","Malignant neoplasm of nasopharynx"
C12,,C12,"Malignant neoplasm of pyriform sinus","Malignant neoplasm of pyriform sinus","Malignant neoplasm of pyriform sinus"
C13,0,C130,"Malignant neoplasm of postcricoid region","Malignant neoplasm of postcricoid region","Malignant neoplasm of hypopharynx"
C13,1,C131,"Malig neoplasm of aryepiglottic fold, hypopharyngeal aspect","Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect","Malignant neoplasm of hypopharynx"
C13,2,C132,"Malignant neoplasm of posterior wall of hypopharynx","Malignant neoplasm of posterior wall of hypopharynx","Malignant neoplasm of hypopharynx"
C13,8,C138,"Malignant neoplasm of overlapping sites of hypopharynx","Malignant neoplasm of overlapping sites of hypopharynx","Malignant neoplasm of hypopharynx"
C13,9,C139,"Malignant neoplasm of hypopharynx, unspecified","Malignant neoplasm of hypopharynx, unspecified","Malignant neoplasm of hypopharynx"
C14,0,C140,"Malignant neoplasm of pharynx, unspecified","Malignant neoplasm of pharynx, unspecified","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx"
C14,2,C142,"Malignant neoplasm of Waldeyer's ring","Malignant neoplasm of Waldeyer's ring","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx"
C14,8,C148,"Malig neoplm of ovrlp sites of lip, oral cavity and pharynx","Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx"
C15,3,C153,"Malignant neoplasm of upper third of esophagus","Malignant neoplasm of upper third of esophagus","Malignant neoplasm of esophagus"
C15,4,C154,"Malignant neoplasm of middle third of esophagus","Malignant neoplasm of middle third of esophagus","Malignant neoplasm of esophagus"
C15,5,C155,"Malignant neoplasm of lower third of esophagus","Malignant neoplasm of lower third of esophagus","Malignant neoplasm of esophagus"
C15,8,C158,"Malignant neoplasm of overlapping sites of esophagus","Malignant neoplasm of overlapping sites of esophagus","Malignant neoplasm of esophagus"
C15,9,C159,"Malignant neoplasm of esophagus, unspecified","Malignant neoplasm of esophagus, unspecified","Malignant neoplasm of esophagus"
C16,0,C160,"Malignant neoplasm of cardia","Malignant neoplasm of cardia","Malignant neoplasm of stomach"
C16,1,C161,"Malignant neoplasm of fundus of stomach","Malignant neoplasm of fundus of stomach","Malignant neoplasm of stomach"
C16,2,C162,"Malignant neoplasm of body of stomach","Malignant neoplasm of body of stomach","Malignant neoplasm of stomach"
C16,3,C163,"Malignant neoplasm of pyloric antrum","Malignant neoplasm of pyloric antrum","Malignant neoplasm of stomach"
C16,4,C164,"Malignant neoplasm of pylorus","Malignant neoplasm of pylorus","Malignant neoplasm of stomach"
C16,5,C165,"Malignant neoplasm of lesser curvature of stomach, unsp","Malignant neoplasm of lesser curvature of stomach, unspecified","Malignant neoplasm of stomach"
C16,6,C166,"Malignant neoplasm of greater curvature of stomach, unsp","Malignant neoplasm of greater curvature of stomach, unspecified","Malignant neoplasm of stomach"
C16,8,C168,"Malignant neoplasm of overlapping sites of stomach","Malignant neoplasm of overlapping sites of stomach","Malignant neoplasm of stomach"
C16,9,C169,"Malignant neoplasm of stomach, unspecified","Malignant neoplasm of stomach, unspecified","Malignant neoplasm of stomach"
C17,0,C170,"Malignant neoplasm of duodenum","Malignant neoplasm of duodenum","Malignant neoplasm of small intestine"
C17,1,C171,"Malignant neoplasm of jejunum","Malignant neoplasm of jejunum","Malignant neoplasm of small intestine"
C17,2,C172,"Malignant neoplasm of ileum","Malignant neoplasm of ileum","Malignant neoplasm of small intestine"
C17,3,C173,"Meckel's diverticulum, malignant","Meckel's diverticulum, malignant","Malignant neoplasm of small intestine"
C17,8,C178,"Malignant neoplasm of overlapping sites of small intestine","Malignant neoplasm of overlapping sites of small intestine","Malignant neoplasm of small intestine"
C17,9,C179,"Malignant neoplasm of small intestine, unspecified","Malignant neoplasm of small intestine, unspecified","Malignant neoplasm of small intestine"
C18,0,C180,"Malignant neoplasm of cecum","Malignant neoplasm of cecum","Malignant neoplasm of colon"
C18,1,C181,"Malignant neoplasm of appendix","Malignant neoplasm of appendix","Malignant neoplasm of colon"
C18,2,C182,"Malignant neoplasm of ascending colon","Malignant neoplasm of ascending colon","Malignant neoplasm of colon"
C18,3,C183,"Malignant neoplasm of hepatic flexure","Malignant neoplasm of hepatic flexure","Malignant neoplasm of colon"
C18,4,C184,"Malignant neoplasm of transverse colon","Malignant neoplasm of transverse colon","Malignant neoplasm of colon"
C18,5,C185,"Malignant neoplasm of splenic flexure","Malignant neoplasm of splenic flexure","Malignant neoplasm of colon"
C18,6,C186,"Malignant neoplasm of descending colon","Malignant neoplasm of descending colon","Malignant neoplasm of colon"
C18,7,C187,"Malignant neoplasm of sigmoid colon","Malignant neoplasm of sigmoid colon","Malignant neoplasm of colon"
C18,8,C188,"Malignant neoplasm of overlapping sites of colon","Malignant neoplasm of overlapping sites of colon","Malignant neoplasm of colon"
C18,9,C189,"Malignant neoplasm of colon, unspecified","Malignant neoplasm of colon, unspecified","Malignant neoplasm of colon"
C19,,C19,"Malignant neoplasm of rectosigmoid junction","Malignant neoplasm of rectosigmoid junction","Malignant neoplasm of rectosigmoid junction"
C20,,C20,"Malignant neoplasm of rectum","Malignant neoplasm of rectum","Malignant neoplasm of rectum"
C21,0,C210,"Malignant neoplasm of anus, unspecified","Malignant neoplasm of anus, unspecified","Malignant neoplasm of anus and anal canal"
C21,1,C211,"Malignant neoplasm of anal canal","Malignant neoplasm of anal canal","Malignant neoplasm of anus and anal canal"
C21,2,C212,"Malignant neoplasm of cloacogenic zone","Malignant neoplasm of cloacogenic zone","Malignant neoplasm of anus and anal canal"
C21,8,C218,"Malig neoplasm of ovrlp sites of rectum, anus and anal canal","Malignant neoplasm of overlapping sites of rectum, anus and anal canal","Malignant neoplasm of anus and anal canal"
C22,0,C220,"Liver cell carcinoma","Liver cell carcinoma","Malignant neoplasm of liver and intrahepatic bile ducts"
C22,1,C221,"Intrahepatic bile duct carcinoma","Intrahepatic bile duct carcinoma","Malignant neoplasm of liver and intrahepatic bile ducts"
C22,2,C222,"Hepatoblastoma","Hepatoblastoma","Malignant neoplasm of liver and intrahepatic bile ducts"
C22,3,C223,"Angiosarcoma of liver","Angiosarcoma of liver","Malignant neoplasm of liver and intrahepatic bile ducts"
C22,4,C224,"Other sarcomas of liver","Other sarcomas of liver","Malignant neoplasm of liver and intrahepatic bile ducts"
C22,7,C227,"Other specified carcinomas of liver","Other specified carcinomas of liver","Malignant neoplasm of liver and intrahepatic bile ducts"
C22,8,C228,"Malignant neoplasm of liver, primary, unspecified as to type","Malignant neoplasm of liver, primary, unspecified as to type","Malignant neoplasm of liver and intrahepatic bile ducts"
C22,9,C229,"Malig neoplasm of liver, not specified as primary or sec","Malignant neoplasm of liver, not specified as primary or secondary","Malignant neoplasm of liver and intrahepatic bile ducts"
C23,,C23,"Malignant neoplasm of gallbladder","Malignant neoplasm of gallbladder","Malignant neoplasm of gallbladder"
C24,0,C240,"Malignant neoplasm of extrahepatic bile duct","Malignant neoplasm of extrahepatic bile duct","Malignant neoplasm of other and unspecified parts of biliary tract"
C24,1,C241,"Malignant neoplasm of ampulla of Vater","Malignant neoplasm of ampulla of Vater","Malignant neoplasm of other and unspecified parts of biliary tract"
C24,8,C248,"Malignant neoplasm of overlapping sites of biliary tract","Malignant neoplasm of overlapping sites of biliary tract","Malignant neoplasm of other and unspecified parts of biliary tract"
C24,9,C249,"Malignant neoplasm of biliary tract, unspecified","Malignant neoplasm of biliary tract, unspecified","Malignant neoplasm of other and unspecified parts of biliary tract"
C25,0,C250,"Malignant neoplasm of head of pancreas","Malignant neoplasm of head of pancreas","Malignant neoplasm of pancreas"
C25,1,C251,"Malignant neoplasm of body of pancreas","Malignant neoplasm of body of pancreas","Malignant neoplasm of pancreas"
C25,2,C252,"Malignant neoplasm of tail of pancreas","Malignant neoplasm of tail of pancreas","Malignant neoplasm of pancreas"
C25,3,C253,"Malignant neoplasm of pancreatic duct","Malignant neoplasm of pancreatic duct","Malignant neoplasm of pancreas"
C25,4,C254,"Malignant neoplasm of endocrine pancreas","Malignant neoplasm of endocrine pancreas","Malignant neoplasm of pancreas"
C25,7,C257,"Malignant neoplasm of other parts of pancreas","Malignant neoplasm of other parts of pancreas","Malignant neoplasm of pancreas"
C25,8,C258,"Malignant neoplasm of overlapping sites of pancreas","Malignant neoplasm of overlapping sites of pancreas","Malignant neoplasm of pancreas"
C25,9,C259,"Malignant neoplasm of pancreas, unspecified","Malignant neoplasm of pancreas, unspecified","Malignant neoplasm of pancreas"
C26,0,C260,"Malignant neoplasm of intestinal tract, part unspecified","Malignant neoplasm of intestinal tract, part unspecified","Malignant neoplasm of other and ill-defined digestive organs"
C26,1,C261,"Malignant neoplasm of spleen","Malignant neoplasm of spleen","Malignant neoplasm of other and ill-defined digestive organs"
C26,9,C269,"Malignant neoplasm of ill-defined sites within the dgstv sys","Malignant neoplasm of ill-defined sites within the digestive system","Malignant neoplasm of other and ill-defined digestive organs"
C30,0,C300,"Malignant neoplasm of nasal cavity","Malignant neoplasm of nasal cavity","Malignant neoplasm of nasal cavity and middle ear"
C30,1,C301,"Malignant neoplasm of middle ear","Malignant neoplasm of middle ear","Malignant neoplasm of nasal cavity and middle ear"
C31,0,C310,"Malignant neoplasm of maxillary sinus","Malignant neoplasm of maxillary sinus","Malignant neoplasm of accessory sinuses"
C31,1,C311,"Malignant neoplasm of ethmoidal sinus","Malignant neoplasm of ethmoidal sinus","Malignant neoplasm of accessory sinuses"
C31,2,C312,"Malignant neoplasm of frontal sinus","Malignant neoplasm of frontal sinus","Malignant neoplasm of accessory sinuses"
C31,3,C313,"Malignant neoplasm of sphenoid sinus","Malignant neoplasm of sphenoid sinus","Malignant neoplasm of accessory sinuses"
C31,8,C318,"Malignant neoplasm of overlapping sites of accessory sinuses","Malignant neoplasm of overlapping sites of accessory sinuses","Malignant neoplasm of accessory sinuses"
C31,9,C319,"Malignant neoplasm of accessory sinus, unspecified","Malignant neoplasm of accessory sinus, unspecified","Malignant neoplasm of accessory sinuses"
C32,0,C320,"Malignant neoplasm of glottis","Malignant neoplasm of glottis","Malignant neoplasm of larynx"
C32,1,C321,"Malignant neoplasm of supraglottis","Malignant neoplasm of supraglottis","Malignant neoplasm of larynx"
C32,2,C322,"Malignant neoplasm of subglottis","Malignant neoplasm of subglottis","Malignant neoplasm of larynx"
C32,3,C323,"Malignant neoplasm of laryngeal cartilage","Malignant neoplasm of laryngeal cartilage","Malignant neoplasm of larynx"
C32,8,C328,"Malignant neoplasm of overlapping sites of larynx","Malignant neoplasm of overlapping sites of larynx","Malignant neoplasm of larynx"
C32,9,C329,"Malignant neoplasm of larynx, unspecified","Malignant neoplasm of larynx, unspecified","Malignant neoplasm of larynx"
C33,,C33,"Malignant neoplasm of trachea","Malignant neoplasm of trachea","Malignant neoplasm of trachea"
C340,0,C3400,"Malignant neoplasm of unspecified main bronchus","Malignant neoplasm of unspecified main bronchus","Malignant neoplasm of main bronchus"
C340,1,C3401,"Malignant neoplasm of right main bronchus","Malignant neoplasm of right main bronchus","Malignant neoplasm of main bronchus"
C340,2,C3402,"Malignant neoplasm of left main bronchus","Malignant neoplasm of left main bronchus","Malignant neoplasm of main bronchus"
C341,0,C3410,"Malignant neoplasm of upper lobe, unsp bronchus or lung","Malignant neoplasm of upper lobe, unspecified bronchus or lung","Malignant neoplasm of upper lobe, bronchus or lung"
C341,1,C3411,"Malignant neoplasm of upper lobe, right bronchus or lung","Malignant neoplasm of upper lobe, right bronchus or lung","Malignant neoplasm of upper lobe, bronchus or lung"
C341,2,C3412,"Malignant neoplasm of upper lobe, left bronchus or lung","Malignant neoplasm of upper lobe, left bronchus or lung","Malignant neoplasm of upper lobe, bronchus or lung"
C342,,C342,"Malignant neoplasm of middle lobe, bronchus or lung","Malignant neoplasm of middle lobe, bronchus or lung","Malignant neoplasm of middle lobe, bronchus or lung"
C343,0,C3430,"Malignant neoplasm of lower lobe, unsp bronchus or lung","Malignant neoplasm of lower lobe, unspecified bronchus or lung","Malignant neoplasm of lower lobe, bronchus or lung"
C343,1,C3431,"Malignant neoplasm of lower lobe, right bronchus or lung","Malignant neoplasm of lower lobe, right bronchus or lung","Malignant neoplasm of lower lobe, bronchus or lung"
C343,2,C3432,"Malignant neoplasm of lower lobe, left bronchus or lung","Malignant neoplasm of lower lobe, left bronchus or lung","Malignant neoplasm of lower lobe, bronchus or lung"
C348,0,C3480,"Malignant neoplasm of ovrlp sites of unsp bronchus and lung","Malignant neoplasm of overlapping sites of unspecified bronchus and lung","Malignant neoplasm of overlapping sites of bronchus and lung"
C348,1,C3481,"Malignant neoplasm of ovrlp sites of right bronchus and lung","Malignant neoplasm of overlapping sites of right bronchus and lung","Malignant neoplasm of overlapping sites of bronchus and lung"
C348,2,C3482,"Malignant neoplasm of ovrlp sites of left bronchus and lung","Malignant neoplasm of overlapping sites of left bronchus and lung","Malignant neoplasm of overlapping sites of bronchus and lung"
C349,0,C3490,"Malignant neoplasm of unsp part of unsp bronchus or lung","Malignant neoplasm of unspecified part of unspecified bronchus or lung","Malignant neoplasm of unspecified part of bronchus or lung"
C349,1,C3491,"Malignant neoplasm of unsp part of right bronchus or lung","Malignant neoplasm of unspecified part of right bronchus or lung","Malignant neoplasm of unspecified part of bronchus or lung"
C349,2,C3492,"Malignant neoplasm of unsp part of left bronchus or lung","Malignant neoplasm of unspecified part of left bronchus or lung","Malignant neoplasm of unspecified part of bronchus or lung"
C37,,C37,"Malignant neoplasm of thymus","Malignant neoplasm of thymus","Malignant neoplasm of thymus"
C38,0,C380,"Malignant neoplasm of heart","Malignant neoplasm of heart","Malignant neoplasm of heart, mediastinum and pleura"
C38,1,C381,"Malignant neoplasm of anterior mediastinum","Malignant neoplasm of anterior mediastinum","Malignant neoplasm of heart, mediastinum and pleura"
C38,2,C382,"Malignant neoplasm of posterior mediastinum","Malignant neoplasm of posterior mediastinum","Malignant neoplasm of heart, mediastinum and pleura"
C38,3,C383,"Malignant neoplasm of mediastinum, part unspecified","Malignant neoplasm of mediastinum, part unspecified","Malignant neoplasm of heart, mediastinum and pleura"
C38,4,C384,"Malignant neoplasm of pleura","Malignant neoplasm of pleura","Malignant neoplasm of heart, mediastinum and pleura"
C38,8,C388,"Malig neoplm of ovrlp sites of heart, mediastinum and pleura","Malignant neoplasm of overlapping sites of heart, mediastinum and pleura","Malignant neoplasm of heart, mediastinum and pleura"
C39,0,C390,"Malignant neoplasm of upper respiratory tract, part unsp","Malignant neoplasm of upper respiratory tract, part unspecified","Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs"
C39,9,C399,"Malignant neoplasm of lower respiratory tract, part unsp","Malignant neoplasm of lower respiratory tract, part unspecified","Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs"
C400,0,C4000,"Malig neoplasm of scapula and long bones of unsp upper limb","Malignant neoplasm of scapula and long bones of unspecified upper limb","Malignant neoplasm of scapula and long bones of upper limb"
C400,1,C4001,"Malig neoplasm of scapula and long bones of right upper limb","Malignant neoplasm of scapula and long bones of right upper limb","Malignant neoplasm of scapula and long bones of upper limb"
C400,2,C4002,"Malig neoplasm of scapula and long bones of left upper limb","Malignant neoplasm of scapula and long bones of left upper limb","Malignant neoplasm of scapula and long bones of upper limb"
C401,0,C4010,"Malignant neoplasm of short bones of unspecified upper limb","Malignant neoplasm of short bones of unspecified upper limb","Malignant neoplasm of short bones of upper limb"
C401,1,C4011,"Malignant neoplasm of short bones of right upper limb","Malignant neoplasm of short bones of right upper limb","Malignant neoplasm of short bones of upper limb"
C401,2,C4012,"Malignant neoplasm of short bones of left upper limb","Malignant neoplasm of short bones of left upper limb","Malignant neoplasm of short bones of upper limb"
C402,0,C4020,"Malignant neoplasm of long bones of unspecified lower limb","Malignant neoplasm of long bones of unspecified lower limb","Malignant neoplasm of long bones of lower limb"
C402,1,C4021,"Malignant neoplasm of long bones of right lower limb","Malignant neoplasm of long bones of right lower limb","Malignant neoplasm of long bones of lower limb"
C402,2,C4022,"Malignant neoplasm of long bones of left lower limb","Malignant neoplasm of long bones of left lower limb","Malignant neoplasm of long bones of lower limb"
C403,0,C4030,"Malignant neoplasm of short bones of unspecified lower limb","Malignant neoplasm of short bones of unspecified lower limb","Malignant neoplasm of short bones of lower limb"
C403,1,C4031,"Malignant neoplasm of short bones of right lower limb","Malignant neoplasm of short bones of right lower limb","Malignant neoplasm of short bones of lower limb"
C403,2,C4032,"Malignant neoplasm of short bones of left lower limb","Malignant neoplasm of short bones of left lower limb","Malignant neoplasm of short bones of lower limb"
C408,0,C4080,"Malig neoplm of ovrlp sites of bone/artic cartl of unsp limb","Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb","Malignant neoplasm of overlapping sites of bone and articular cartilage of limb"
C408,1,C4081,"Malig neoplm of ovrlp sites of bone/artic cartl of r limb","Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb","Malignant neoplasm of overlapping sites of bone and articular cartilage of limb"
C408,2,C4082,"Malig neoplm of ovrlp sites of bone/artic cartl of left limb","Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb","Malignant neoplasm of overlapping sites of bone and articular cartilage of limb"
C409,0,C4090,"Malig neoplasm of unsp bones and artic cartlg of unsp limb","Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb","Malignant neoplasm of unspecified bones and articular cartilage of limb"
C409,1,C4091,"Malig neoplasm of unsp bones and artic cartlg of right limb","Malignant neoplasm of unspecified bones and articular cartilage of right limb","Malignant neoplasm of unspecified bones and articular cartilage of limb"
C409,2,C4092,"Malig neoplasm of unsp bones and artic cartlg of left limb","Malignant neoplasm of unspecified bones and articular cartilage of left limb","Malignant neoplasm of unspecified bones and articular cartilage of limb"
C41,0,C410,"Malignant neoplasm of bones of skull and face","Malignant neoplasm of bones of skull and face","Malignant neoplasm of bone and articular cartilage of other and unspecified sites"
C41,1,C411,"Malignant neoplasm of mandible","Malignant neoplasm of mandible","Malignant neoplasm of bone and articular cartilage of other and unspecified sites"
C41,2,C412,"Malignant neoplasm of vertebral column","Malignant neoplasm of vertebral column","Malignant neoplasm of bone and articular cartilage of other and unspecified sites"
C41,3,C413,"Malignant neoplasm of ribs, sternum and clavicle","Malignant neoplasm of ribs, sternum and clavicle","Malignant neoplasm of bone and articular cartilage of other and unspecified sites"
C41,4,C414,"Malignant neoplasm of pelvic bones, sacrum and coccyx","Malignant neoplasm of pelvic bones, sacrum and coccyx","Malignant neoplasm of bone and articular cartilage of other and unspecified sites"
C41,9,C419,"Malignant neoplasm of bone and articular cartilage, unsp","Malignant neoplasm of bone and articular cartilage, unspecified","Malignant neoplasm of bone and articular cartilage of other and unspecified sites"
C43,0,C430,"Malignant melanoma of lip","Malignant melanoma of lip","Malignant melanoma of skin"
C431,0,C4310,"Malignant melanoma of unspecified eyelid, including canthus","Malignant melanoma of unspecified eyelid, including canthus","Malignant melanoma of eyelid, including canthus"
C431,1,C4311,"Malignant melanoma of right eyelid, including canthus","Malignant melanoma of right eyelid, including canthus","Malignant melanoma of eyelid, including canthus"
C431,2,C4312,"Malignant melanoma of left eyelid, including canthus","Malignant melanoma of left eyelid, including canthus","Malignant melanoma of eyelid, including canthus"
C432,0,C4320,"Malignant melanoma of unsp ear and external auricular canal","Malignant melanoma of unspecified ear and external auricular canal","Malignant melanoma of ear and external auricular canal"
C432,1,C4321,"Malignant melanoma of right ear and external auricular canal","Malignant melanoma of right ear and external auricular canal","Malignant melanoma of ear and external auricular canal"
C432,2,C4322,"Malignant melanoma of left ear and external auricular canal","Malignant melanoma of left ear and external auricular canal","Malignant melanoma of ear and external auricular canal"
C433,0,C4330,"Malignant melanoma of unspecified part of face","Malignant melanoma of unspecified part of face","Malignant melanoma of other and unspecified parts of face"
C433,1,C4331,"Malignant melanoma of nose","Malignant melanoma of nose","Malignant melanoma of other and unspecified parts of face"
C433,9,C4339,"Malignant melanoma of other parts of face","Malignant melanoma of other parts of face","Malignant melanoma of other and unspecified parts of face"
C434,,C434,"Malignant melanoma of scalp and neck","Malignant melanoma of scalp and neck","Malignant melanoma of scalp and neck"
C435,1,C4351,"Malignant melanoma of anal skin","Malignant melanoma of anal skin","Malignant melanoma of trunk"
C435,2,C4352,"Malignant melanoma of skin of breast","Malignant melanoma of skin of breast","Malignant melanoma of trunk"
